Delivery_person_Age,Delivery_person_Ratings,Type_of_order,Type_of_vehicle,Time_taken(min),Distance
35,4.7,Buffet ,scooter ,26,13.769
27,4.8,Drinks ,motorcycle ,11,3.041
23,4.6,Meal ,motorcycle ,46,12.099
22,4.6,Buffet ,motorcycle ,21,14.153
24,4.7,Meal ,motorcycle ,18,1.573
31,4.8,Buffet ,scooter ,47,16.903
25,4.5,Drinks ,motorcycle ,18,12.108
29,4.6,Drinks ,motorcycle ,36,12.42
34,4.9,Meal ,scooter ,15,11.917
50,6,Snack ,bicycle ,27,17565.024
39,4.6,Meal ,scooter ,26,19.84
20,4.8,Snack ,motorcycle ,15,2.977
22,4.9,Meal ,scooter ,17,8.938
22,4.6,Drinks ,scooter ,12,7.602
37,5,Snack ,scooter ,18,7.684
31,4.2,Drinks ,motorcycle ,34,12.1
33,4.5,Meal ,scooter ,37,13.589
31,4.5,Snack ,scooter ,31,12.258
38,4.9,Buffet ,motorcycle ,30,10.641
21,4.9,Meal ,motorcycle ,18,13.99
39,4.6,Drinks ,motorcycle ,22,10.867
28,4.1,Buffet ,motorcycle ,33,19.761
22,4.9,Meal ,motorcycle ,17,12.351
37,4.3,Buffet ,motorcycle ,32,1.515
26,4.9,Buffet ,motorcycle ,40,16.903
23,4.2,Meal ,motorcycle ,38,16.818
31,4.6,Buffet ,motorcycle ,42,4.61
30,4.6,Buffet ,scooter ,27,3.088
26,4.2,Buffet ,motorcycle ,37,9.056
38,4.7,Buffet ,scooter ,38,3.145
28,4.5,Meal ,motorcycle ,22,11.72
23,4.3,Buffet ,motorcycle ,26,9.314
26,4.8,Snack ,scooter ,17,20.254
21,5,Meal ,motorcycle ,13,1.558
29,4.6,Drinks ,scooter ,31,16.606
32,4.8,Drinks ,motorcycle ,20,6.147
29,4.8,Meal ,scooter ,29,4.597
29,4.1,Meal ,motorcycle ,37,7.79
30,4.8,Buffet ,scooter ,27,9.326
26,4.9,Snack ,motorcycle ,19,1.509
33,4.8,Meal ,motorcycle ,24,4.657
29,4.6,Meal ,electric_scooter ,27,7.547
33,4,Snack ,scooter ,43,10.428
21,4.5,Buffet ,motorcycle ,17,10.427
20,3.6,Meal ,motorcycle ,48,1.555
30,4.6,Buffet ,scooter ,23,7.762
29,4.7,Meal ,scooter ,18,7.45
29,4.8,Meal ,scooter ,24,4.663
28,4.6,Snack ,motorcycle ,23,7.547
28,4.7,Buffet ,motorcycle ,14,6.209
23,4.9,Buffet ,motorcycle ,29,5.96
27,4.6,Drinks ,scooter ,16,1.488
25,4.8,Snack ,scooter ,14,10.587
26,5,Drinks ,motorcycle ,27,4.477
21,4.6,Meal ,scooter ,24,10.724
38,3.8,Drinks ,scooter ,37,10.704
22,4.9,Snack ,motorcycle ,16,19.086
27,4.2,Meal ,motorcycle ,31,10.756
20,4.8,Drinks ,motorcycle ,35,6.038
35,4.7,Buffet ,motorcycle ,25,4.658
38,4.6,Drinks ,motorcycle ,46,19.659
30,4.8,Snack ,motorcycle ,23,6.232
30,4.4,Snack ,motorcycle ,26,1.49
30,4.7,Snack ,electric_scooter ,16,19.976
27,4.9,Drinks ,scooter ,26,12.099
39,4.6,Drinks ,scooter ,25,1.465
29,4.8,Buffet ,electric_scooter ,27,10.907
27,4.5,Drinks ,motorcycle ,19,4.718
31,4.9,Meal ,motorcycle ,24,13.831
27,4.6,Snack ,scooter ,22,4.663
38,4.9,Drinks ,scooter ,26,1.53
21,4.6,Drinks ,scooter ,26,13.612
36,5,Snack ,scooter ,45,20.183
21,5,Meal ,motorcycle ,31,5.875
25,4.7,Snack ,motorcycle ,21,7.763
20,4.9,Buffet ,motorcycle ,21,7.761
27,4.9,Buffet ,scooter ,14,3.121
32,4.9,Meal ,motorcycle ,25,9.315
28,5,Buffet ,scooter ,10,3.027
34,4.9,Snack ,scooter ,35,7.684
27,4.7,Buffet ,motorcycle ,13,7.863
35,4.8,Buffet ,scooter ,30,17.073
38,4.3,Buffet ,motorcycle ,36,16.648
35,4.1,Meal ,scooter ,33,6.232
27,5,Snack ,scooter ,18,12.435
39,5,Drinks ,electric_scooter ,27,10.868
33,4.4,Drinks ,motorcycle ,35,19.09
28,3.8,Snack ,motorcycle ,46,9.178
35,4.7,Snack ,electric_scooter ,16,4.588
21,4.8,Meal ,scooter ,22,10.906
34,5,Drinks ,motorcycle ,23,7.762
25,4.4,Drinks ,motorcycle ,34,6.059
23,4.6,Snack ,motorcycle ,17,1.51
27,5,Buffet ,motorcycle ,24,12.464
20,5,Meal ,motorcycle ,21,6.209
33,5,Snack ,motorcycle ,29,4.544
30,4.8,Meal ,motorcycle ,47,6.218
25,4.5,Drinks ,motorcycle ,26,10.642
38,4.6,Snack ,scooter ,26,3.109
25,4.5,Meal ,motorcycle ,23,6.147
29,4.6,Meal ,motorcycle ,17,3.145
33,4.8,Drinks ,scooter ,32,20.178
38,4.9,Snack ,scooter ,10,9.056
32,3.7,Snack ,scooter ,36,12.418
36,4.6,Meal ,motorcycle ,47,10.427
22,4.8,Snack ,motorcycle ,13,7.461
37,4.8,Buffet ,scooter ,26,5.959
21,4.9,Snack ,motorcycle ,29,12.293
23,5,Meal ,motorcycle ,19,17.166
24,4.9,Buffet ,scooter ,28,13.771
33,4.8,Meal ,electric_scooter ,22,10.565
26,4.6,Snack ,motorcycle ,29,17.078
20,5,Drinks ,motorcycle ,24,7.863
30,4.2,Snack ,scooter ,33,13.789
31,4.7,Meal ,scooter ,22,4.544
30,4.9,Meal ,motorcycle ,33,6.081
27,4.8,Buffet ,motorcycle ,39,16.723
33,4.9,Drinks ,motorcycle ,24,1.515
32,4.6,Meal ,scooter ,22,3.145
25,5,Buffet ,scooter ,16,3.105
32,4.9,Drinks ,motorcycle ,15,1.509
31,5,Snack ,motorcycle ,17,7.573
36,4.6,Meal ,electric_scooter ,18,4.658
37,4.9,Buffet ,motorcycle ,29,14.153
38,4.7,Snack ,scooter ,26,12.234
25,4.7,Drinks ,motorcycle ,36,10.868
33,4.6,Meal ,motorcycle ,47,14.153
31,4.8,Drinks ,motorcycle ,30,10.757
22,4.6,Drinks ,scooter ,27,12.294
36,4.6,Drinks ,motorcycle ,33,6.128
38,4.8,Meal ,motorcycle ,49,10.725
28,4.9,Buffet ,motorcycle ,18,9.435
31,4.9,Meal ,motorcycle ,16,6.037
26,4.9,Drinks ,scooter ,17,12.42
22,4.5,Drinks ,motorcycle ,10,1.49
26,4.8,Buffet ,motorcycle ,13,3.059
39,4.6,Meal ,motorcycle ,17,19.976
21,4.6,Meal ,motorcycle ,22,17.079
22,4.9,Drinks ,motorcycle ,41,16.601
34,4.7,Meal ,motorcycle ,26,4.674
26,4.6,Drinks ,motorcycle ,19,7.574
32,4.9,Meal ,electric_scooter ,42,12.464
33,4.3,Meal ,motorcycle ,33,6.038
20,4.1,Snack ,electric_scooter ,31,10.866
30,4.8,Meal ,motorcycle ,34,4.561
39,4.2,Snack ,scooter ,35,6.29
28,4.4,Meal ,motorcycle ,27,2.976
31,4.1,Drinks ,scooter ,41,12.464
29,4.7,Meal ,scooter ,13,11.008
36,4.1,Drinks ,scooter ,32,9.075
34,5,Drinks ,scooter ,46,17.098
31,4.1,Buffet ,motorcycle ,41,14.153
32,4.5,Buffet ,motorcycle ,25,10.807
35,4.7,Buffet ,motorcycle ,50,11.917
31,4.5,Buffet ,motorcycle ,16,6.127
27,5,Snack ,motorcycle ,18,10.427
35,4.8,Snack ,motorcycle ,40,12.21
37,4.9,Meal ,motorcycle ,28,6.129
29,4.6,Buffet ,motorcycle ,31,6.081
31,4.9,Snack ,motorcycle ,17,3.019
26,4.9,Snack ,motorcycle ,24,7.568
32,4.4,Buffet ,motorcycle ,24,4.718
36,4.6,Buffet ,motorcycle ,28,6.05
21,5,Drinks ,motorcycle ,42,20.069
21,4.7,Meal ,scooter ,25,9.349
31,4.1,Buffet ,motorcycle ,42,12.418
36,4.4,Snack ,motorcycle ,35,10.756
37,4.8,Snack ,scooter ,28,9.315
25,4.2,Buffet ,motorcycle ,37,14.153
25,4.5,Snack ,motorcycle ,26,10.642
27,4.6,Buffet ,motorcycle ,29,16.903
38,4.9,Buffet ,motorcycle ,19,1.515
39,4.8,Meal ,motorcycle ,22,6.209
35,4.9,Snack ,motorcycle ,44,12.58
37,4.2,Buffet ,scooter ,34,10.588
38,4.3,Snack ,motorcycle ,53,16.637
27,4.6,Meal ,scooter ,17,13.681
22,4.8,Snack ,electric_scooter ,16,1.465
34,4.6,Snack ,electric_scooter ,33,16.903
25,4.8,Drinks ,motorcycle ,19,1.561
28,4.5,Buffet ,scooter ,28,1.509
25,5,Meal ,motorcycle ,36,20.206
36,4,Drinks ,motorcycle ,45,11.917
38,5,Meal ,motorcycle ,25,6.059
21,4.7,Drinks ,motorcycle ,16,10.725
25,5,Snack ,scooter ,19,10.925
21,4.7,Drinks ,scooter ,13,4.597
37,4.9,Meal ,motorcycle ,27,7.684
21,5,Buffet ,motorcycle ,37,6.147
39,4.4,Drinks ,scooter ,35,13.681
38,4.7,Buffet ,scooter ,38,9.056
21,4.6,Drinks ,scooter ,13,10.881
39,4.4,Meal ,motorcycle ,42,16.901
32,3.9,Drinks ,motorcycle ,38,12.241
38,4.6,Buffet ,scooter ,21,3.041
37,4.7,Buffet ,motorcycle ,16,4.538
34,4.8,Snack ,scooter ,29,9.075
32,4.5,Snack ,motorcycle ,49,10.756
31,4.8,Meal ,scooter ,16,4.469
38,4.3,Meal ,motorcycle ,33,1.553
32,4.7,Drinks ,motorcycle ,26,4.658
27,4.1,Meal ,motorcycle ,28,7.646
20,4.6,Drinks ,scooter ,22,19.363
33,4.2,Drinks ,motorcycle ,23,1.553
24,4.6,Snack ,scooter ,17,1.537
23,4.6,Meal ,scooter ,14,1.573
29,4.6,Buffet ,electric_scooter ,16,4717.311
25,4.6,Snack ,scooter ,25,7.762
22,4.8,Drinks ,scooter ,23,1.555
27,5,Meal ,motorcycle ,29,6.05
36,4.6,Drinks ,scooter ,29,4.596
34,3.4,Drinks ,motorcycle ,31,19.659
25,4.7,Drinks ,scooter ,25,10.707
37,4.9,Buffet ,scooter ,27,4.47
24,4.8,Snack ,scooter ,32,19.762
31,4.6,Snack ,scooter ,20,1.555
26,4.6,Meal ,scooter ,18,17.078
23,4.9,Meal ,scooter ,28,4.561
39,4.2,Buffet ,motorcycle ,36,13.589
35,5,Drinks ,scooter ,26,6.21
39,4.8,Snack ,scooter ,19,4.632
26,4.8,Buffet ,scooter ,29,4.664
27,4.5,Drinks ,motorcycle ,11,9.075
28,4.9,Snack ,scooter ,26,16.601
37,4,Drinks ,motorcycle ,33,9.313
25,4.6,Drinks ,motorcycle ,18,13.406
31,4.6,Meal ,scooter ,20,1.552
27,5,Meal ,electric_scooter ,39,12.294
34,4.4,Drinks ,electric_scooter ,33,6.121
23,4.9,Snack ,motorcycle ,28,4.494
28,4.6,Meal ,motorcycle ,23,1.553
36,4.1,Drinks ,motorcycle ,39,12.161
27,4.4,Buffet ,motorcycle ,33,13.972
39,4.6,Drinks ,motorcycle ,43,17.078
31,4.2,Buffet ,motorcycle ,53,10.881
32,4.9,Buffet ,motorcycle ,21,20.181
36,4.3,Meal ,motorcycle ,43,17.138
20,4.2,Snack ,motorcycle ,36,12.21
32,4.8,Meal ,motorcycle ,17,6.29
29,4.9,Snack ,motorcycle ,16,20.179
28,4.2,Snack ,motorcycle ,15,3.061
31,3.5,Buffet ,scooter ,44,17.076
29,4.6,Meal ,motorcycle ,28,10.757
24,4.6,Meal ,motorcycle ,20,16.659
21,4.4,Meal ,motorcycle ,35,13.831
29,4.6,Buffet ,electric_scooter ,28,20.184
38,3.6,Buffet ,motorcycle ,39,10.867
22,4.1,Snack ,motorcycle ,33,16.904
26,4.7,Meal ,scooter ,29,12.292
30,4.7,Buffet ,scooter ,27,9.056
30,4.1,Meal ,motorcycle ,33,20.443
31,4.4,Drinks ,motorcycle ,35,20.181
36,5,Meal ,electric_scooter ,19,6.037
39,4.9,Snack ,motorcycle ,22,12.1
34,4.7,Snack ,motorcycle ,31,4.674
24,4.4,Meal ,motorcycle ,36,13.785
20,5,Buffet ,motorcycle ,25,20.888
39,4.7,Drinks ,scooter ,19,19.76
27,4.7,Snack ,motorcycle ,29,11.917
26,5,Snack ,motorcycle ,20,5.992
28,4.9,Snack ,scooter ,14,1.53
32,4.6,Snack ,scooter ,21,11.008
33,4.7,Buffet ,motorcycle ,35,12.436
33,4.9,Buffet ,motorcycle ,21,1.513
25,4.8,Drinks ,motorcycle ,25,7.661
21,4.7,Drinks ,motorcycle ,25,4.658
33,4.5,Snack ,motorcycle ,18,13.612
20,4.8,Drinks ,motorcycle ,28,17.138
33,4.3,Meal ,motorcycle ,35,10.28
33,4.2,Snack ,scooter ,33,4.718
27,4.6,Drinks ,motorcycle ,10,6.082
29,4.6,Drinks ,motorcycle ,42,12.232
28,4.9,Meal ,motorcycle ,18,12.161
33,4.7,Meal ,motorcycle ,41,17.077
22,4.8,Meal ,scooter ,12,17.079
29,4.6,Snack ,motorcycle ,27,19.878
34,4.8,Snack ,motorcycle ,27,9.056
37,4.6,Buffet ,scooter ,33,4.61
36,4.3,Drinks ,motorcycle ,32,1.52
39,4.7,Drinks ,motorcycle ,25,19.917
23,4.9,Drinks ,scooter ,19,4.528
22,4.8,Drinks ,scooter ,24,4.658
22,4.9,Snack ,scooter ,10,3.109
26,4.9,Drinks ,scooter ,29,4.528
38,4.8,Snack ,motorcycle ,20,17.076
34,4.8,Snack ,scooter ,16,5899.348
22,4.9,Snack ,motorcycle ,20,7.79
21,5,Meal ,motorcycle ,13,2.985
20,4.8,Meal ,scooter ,13,11.008
30,3.7,Drinks ,scooter ,35,12.58
24,4.8,Buffet ,scooter ,20,6.218
26,5,Buffet ,motorcycle ,19,4.541
22,4.6,Buffet ,scooter ,21,6.147
27,4.7,Drinks ,motorcycle ,27,7.761
31,4.7,Drinks ,motorcycle ,29,8.79
26,4.9,Drinks ,scooter ,18,4.611
23,4.9,Meal ,scooter ,15,9.06
27,4.7,Drinks ,electric_scooter ,14,1.555
32,4.9,Snack ,motorcycle ,28,7.546
32,4.6,Meal ,motorcycle ,18,13.429
30,4.7,Meal ,motorcycle ,27,3.074
34,4.6,Drinks ,scooter ,28,1.554
25,4.3,Meal ,motorcycle ,38,13.972
24,4.8,Buffet ,motorcycle ,24,1.515
27,4.6,Meal ,motorcycle ,11,3.109
37,4.8,Meal ,motorcycle ,36,17.078
39,4.1,Meal ,motorcycle ,33,4.47
37,4.7,Drinks ,motorcycle ,15,1.509
37,4.6,Snack ,motorcycle ,25,9.435
30,4.7,Buffet ,motorcycle ,44,10.641
29,4.5,Meal ,motorcycle ,15,3.041
21,4.6,Buffet ,electric_scooter ,21,7.763
28,4.9,Meal ,motorcycle ,18,9.183
34,4.3,Buffet ,motorcycle ,33,10.756
21,4.9,Buffet ,motorcycle ,34,12.117
38,4.1,Buffet ,motorcycle ,37,9.057
24,4.2,Meal ,motorcycle ,27,1.553
22,4.7,Buffet ,scooter ,14,4.674
34,4.7,Drinks ,motorcycle ,25,20.253
35,4.6,Buffet ,motorcycle ,41,11.937
29,4.6,Buffet ,scooter ,14,3.018
23,4.8,Snack ,motorcycle ,29,6.04
26,4.5,Meal ,motorcycle ,27,7.863
29,4.6,Buffet ,motorcycle ,22,6.29
20,4.8,Drinks ,scooter ,22,12.074
39,4.7,Meal ,scooter ,29,20.181
38,4.8,Meal ,scooter ,37,9.221
34,4.7,Drinks ,motorcycle ,37,11.008
24,4.3,Drinks ,motorcycle ,36,12.58
32,4.6,Meal ,motorcycle ,31,6.242
22,4.8,Buffet ,scooter ,17,3.105
33,4.7,Buffet ,motorcycle ,35,13.406
31,4.9,Snack ,motorcycle ,28,7.683
27,4.8,Snack ,scooter ,17,16.66
21,4.5,Snack ,motorcycle ,40,16.788
28,5,Snack ,scooter ,11,1.537
26,4.6,Drinks ,electric_scooter ,25,12.435
26,4.6,Snack ,motorcycle ,23,7.448
35,4.6,Snack ,motorcycle ,28,7.863
29,4.8,Meal ,motorcycle ,22,9.075
25,5,Buffet ,scooter ,16,1.469
24,4.6,Meal ,motorcycle ,14,7.661
29,4.6,Snack ,electric_scooter ,24,7.649
24,4.7,Meal ,electric_scooter ,30,20.443
28,4.8,Buffet ,motorcycle ,24,1.491
39,4.2,Buffet ,electric_scooter ,49,13.736
34,4.8,Buffet ,motorcycle ,29,1.492
28,4.8,Buffet ,scooter ,15,6.29
35,4.6,Buffet ,motorcycle ,21,20.181
22,4.6,Drinks ,motorcycle ,24,6.05
33,4.8,Snack ,electric_scooter ,35,13.83
26,4.8,Buffet ,scooter ,19,10.602
35,4.8,Drinks ,scooter ,17,9.179
36,4.9,Drinks ,scooter ,32,7.449
38,4.8,Drinks ,motorcycle ,30,10.587
37,5,Drinks ,scooter ,20,1.554
33,4.2,Buffet ,motorcycle ,54,10.705
38,4.9,Meal ,motorcycle ,42,12.436
22,4.6,Meal ,scooter ,11,19.673
33,5,Drinks ,electric_scooter ,16,19.364
22,4.8,Snack ,scooter ,21,6.176
37,4.7,Drinks ,motorcycle ,36,19.762
28,4.1,Buffet ,motorcycle ,20,1.552
35,4.8,Drinks ,scooter ,24,19.363
24,4.8,Meal ,motorcycle ,24,4.589
22,4.9,Buffet ,electric_scooter ,28,10.707
25,4.8,Meal ,scooter ,12,9.348
22,4.8,Meal ,scooter ,17,4.658
33,4.8,Drinks ,motorcycle ,29,14.022
29,4.6,Buffet ,motorcycle ,33,10.867
29,4.6,Snack ,scooter ,26,4.674
37,4.1,Drinks ,motorcycle ,33,1.52
38,4.7,Drinks ,motorcycle ,36,6.29
28,5,Buffet ,motorcycle ,28,16.85
38,4.6,Drinks ,scooter ,16,9.075
24,4.7,Buffet ,scooter ,12,4.561
33,4.8,Drinks ,motorcycle ,27,7.683
22,4.7,Drinks ,motorcycle ,21,12.237
30,4.4,Drinks ,motorcycle ,38,12.21
35,4.8,Snack ,motorcycle ,17,3.145
37,4.5,Meal ,scooter ,27,3.064
21,4.8,Buffet ,scooter ,26,20.443
21,4.8,Buffet ,motorcycle ,42,16.412
39,4,Meal ,electric_scooter ,34,6.12
36,4.2,Snack ,motorcycle ,35,4.657
35,4.5,Buffet ,motorcycle ,20,12.464
37,4.2,Buffet ,motorcycle ,34,9.364
39,3.7,Meal ,electric_scooter ,34,20.507
24,4.7,Snack ,scooter ,11,12.117
27,4.8,Buffet ,motorcycle ,31,19.761
28,3.2,Meal ,motorcycle ,41,20.285
31,4.7,Buffet ,scooter ,23,13.406
28,5,Meal ,motorcycle ,22,20.443
33,4.7,Drinks ,scooter ,29,3.074
35,4.9,Buffet ,motorcycle ,27,4.544
37,4.1,Snack ,motorcycle ,34,4.664
33,4.8,Meal ,motorcycle ,25,3.064
25,5,Meal ,scooter ,29,9.179
21,4.8,Meal ,motorcycle ,11,20.183
32,4.9,Buffet ,scooter ,16,1.52
38,4.5,Snack ,motorcycle ,18,10.588
34,4.4,Snack ,scooter ,32,19.363
29,4.1,Drinks ,motorcycle ,28,3.019
24,4.6,Drinks ,motorcycle ,31,16.635
23,4.4,Snack ,motorcycle ,24,7.863
24,4.2,Meal ,motorcycle ,26,1.555
37,4.6,Buffet ,motorcycle ,26,17.138
23,4.8,Snack ,motorcycle ,30,6.218
35,4.8,Drinks ,motorcycle ,28,10.881
21,4.5,Snack ,scooter ,29,3.03
38,4.7,Drinks ,motorcycle ,26,5.959
22,4.6,Meal ,motorcycle ,29,11.917
35,3.7,Meal ,motorcycle ,36,16.981
33,4.7,Drinks ,motorcycle ,33,9.263
34,4.7,Drinks ,motorcycle ,23,10.867
35,4.9,Buffet ,motorcycle ,19,16.825
33,4.7,Meal ,scooter ,26,17.077
23,4.9,Buffet ,scooter ,30,16.852
38,5,Buffet ,motorcycle ,28,9.315
20,5,Drinks ,motorcycle ,25,10.88
21,4.6,Buffet ,motorcycle ,24,7.79
23,4.7,Drinks ,motorcycle ,38,16.788
36,4.7,Buffet ,motorcycle ,28,7.761
34,4.6,Meal ,motorcycle ,26,6.054
21,4.6,Buffet ,scooter ,16,12.42
27,5,Snack ,scooter ,25,7.762
32,4.9,Buffet ,scooter ,24,7.547
30,4.4,Buffet ,motorcycle ,35,3.145
22,4.6,Buffet ,scooter ,19,9.176
32,4.9,Snack ,electric_scooter ,24,10.867
20,4.5,Meal ,scooter ,15,1.515
26,4.8,Snack ,motorcycle ,37,13.829
29,4.6,Snack ,motorcycle ,24,13.631
34,4.7,Drinks ,scooter ,16,6.209
38,4.6,Drinks ,motorcycle ,37,13.428
31,4.7,Snack ,electric_scooter ,26,4.528
35,4.9,Drinks ,motorcycle ,41,16.852
32,4.7,Snack ,motorcycle ,26,1.52
32,4.7,Buffet ,motorcycle ,26,11.008
22,4.2,Drinks ,motorcycle ,21,1.512
26,4.6,Drinks ,scooter ,11,4.61
29,4.6,Snack ,motorcycle ,24,13.971
38,4.9,Buffet ,scooter ,29,8.938
39,4.3,Snack ,motorcycle ,47,12.1
38,4.6,Drinks ,motorcycle ,26,17.098
22,4.9,Meal ,scooter ,17,6.081
37,4.9,Buffet ,scooter ,24,13.631
29,5,Snack ,scooter ,17,19.976
27,4.8,Drinks ,motorcycle ,28,12.464
29,4.9,Meal ,scooter ,11,1.51
35,4.6,Buffet ,scooter ,27,19.618
33,5,Buffet ,scooter ,31,3.059
32,4.7,Drinks ,motorcycle ,27,13.407
33,3.8,Meal ,motorcycle ,37,13.972
34,4.9,Meal ,motorcycle ,22,3.074
26,4.6,Drinks ,motorcycle ,22,16.648
38,4.4,Drinks ,motorcycle ,28,9.075
20,4.8,Snack ,scooter ,19,4.61
22,4.1,Snack ,motorcycle ,36,14.022
35,4.7,Snack ,scooter ,23,11.917
27,4.1,Meal ,motorcycle ,23,1.552
28,4.9,Snack ,motorcycle ,21,6.209
36,4.8,Buffet ,motorcycle ,26,7.449
32,4.7,Buffet ,motorcycle ,26,10.433
50,6,Drinks ,scooter ,20,17213.975
36,4.3,Snack ,motorcycle ,38,13.582
36,4.7,Snack ,scooter ,28,3.109
23,4.9,Buffet ,motorcycle ,28,6.037
28,5,Drinks ,motorcycle ,49,13.409
27,4.7,Buffet ,motorcycle ,28,6.129
26,4.6,Buffet ,motorcycle ,13,7.573
35,4.7,Buffet ,motorcycle ,44,6.038
24,4.5,Drinks ,motorcycle ,23,3.059
35,4,Buffet ,motorcycle ,50,10.427
25,4.9,Buffet ,electric_scooter ,16,3.064
35,4.3,Drinks ,motorcycle ,33,6.129
35,4.7,Meal ,motorcycle ,28,10.711
20,4.6,Snack ,motorcycle ,24,4.406
38,3.7,Snack ,scooter ,39,13.829
38,4.8,Drinks ,scooter ,17,13.611
29,4.9,Drinks ,scooter ,29,13.481
28,5,Buffet ,motorcycle ,15,10.602
39,4.7,Drinks ,motorcycle ,28,13.788
30,5,Snack ,scooter ,25,17.138
29,4.7,Drinks ,scooter ,25,4.657
30,5,Buffet ,scooter ,16,9.075
21,4.6,Meal ,motorcycle ,25,4.674
20,4.8,Meal ,electric_scooter ,23,7.684
21,5,Meal ,scooter ,15,1.532
34,4.9,Drinks ,motorcycle ,19,4.718
24,4.8,Snack ,scooter ,18,20.864
29,4,Buffet ,motorcycle ,21,9.121
29,4.7,Meal ,scooter ,24,13.97
26,4.7,Buffet ,motorcycle ,19,3.041
26,4,Meal ,motorcycle ,36,14.022
25,4.1,Meal ,motorcycle ,19,3.116
33,4.8,Snack ,motorcycle ,14,3.03
27,4.6,Buffet ,motorcycle ,20,4.591
22,4.9,Buffet ,scooter ,29,10.602
30,4.4,Snack ,scooter ,32,20.253
31,4.6,Meal ,scooter ,25,7.66
28,4.9,Meal ,motorcycle ,22,9.327
20,4.9,Drinks ,scooter ,22,7.565
35,4.1,Buffet ,motorcycle ,44,13.215
31,5,Buffet ,scooter ,29,1.513
22,4.8,Drinks ,motorcycle ,12,7.601
29,4.6,Buffet ,motorcycle ,18,4.597
37,5,Snack ,motorcycle ,28,10.59
33,4.7,Meal ,scooter ,25,4.561
39,4.9,Meal ,scooter ,25,10.427
33,4.9,Drinks ,electric_scooter ,18,4.465
32,4.3,Buffet ,motorcycle ,30,4.61
29,4.6,Meal ,bicycle ,20,17180.704
39,4.9,Buffet ,scooter ,25,1.53
25,4.9,Meal ,electric_scooter ,29,13.611
26,5,Buffet ,motorcycle ,39,12.162
39,4.3,Drinks ,motorcycle ,37,7.66
21,4.9,Snack ,scooter ,19,12.436
32,4.9,Drinks ,electric_scooter ,26,3.064
35,4.9,Snack ,motorcycle ,18,9.314
25,4.6,Drinks ,motorcycle ,27,9.193
35,4.7,Buffet ,scooter ,21,11.749
33,4.8,Snack ,motorcycle ,16,7.762
24,4.9,Buffet ,motorcycle ,36,20.068
20,5,Meal ,electric_scooter ,12,7.79
34,4.8,Snack ,scooter ,49,14.153
36,5,Meal ,motorcycle ,17,6.21
23,4.8,Meal ,motorcycle ,16,7.601
20,2.7,Meal ,scooter ,39,20.178
34,4.8,Drinks ,scooter ,15,9.082
21,4.1,Drinks ,scooter ,38,19.88
28,4.7,Meal ,scooter ,18,3.053
28,4.7,Buffet ,motorcycle ,20,16.635
25,4.4,Snack ,scooter ,37,10.565
29,4.8,Meal ,motorcycle ,43,20.178
37,4.5,Meal ,scooter ,35,17.078
29,5,Drinks ,electric_scooter ,24,7.601
26,5,Drinks ,motorcycle ,18,4.538
29,5,Drinks ,motorcycle ,34,20.179
36,4.7,Buffet ,motorcycle ,17,4.597
24,4.6,Snack ,scooter ,20,6.209
32,4.7,Drinks ,motorcycle ,25,7.562
25,4.8,Drinks ,scooter ,26,4.537
36,4.9,Meal ,electric_scooter ,26,19.363
39,4.7,Drinks ,scooter ,13,1.515
31,4,Drinks ,motorcycle ,48,17.078
34,4.9,Buffet ,motorcycle ,28,6.129
27,4.9,Snack ,scooter ,29,7.648
21,4.6,Drinks ,motorcycle ,14,3.074
25,4.2,Snack ,motorcycle ,20,1.532
37,4.4,Drinks ,scooter ,44,10.881
28,4.3,Meal ,motorcycle ,25,4.588
25,4.1,Buffet ,motorcycle ,36,16.722
39,4.7,Drinks ,motorcycle ,28,20.443
21,4.9,Snack ,electric_scooter ,27,3.074
22,4.3,Buffet ,electric_scooter ,42,10.709
34,3.6,Snack ,scooter ,34,20.507
23,4.7,Meal ,scooter ,27,9.088
39,4.4,Snack ,scooter ,41,16.411
31,4.8,Meal ,motorcycle ,22,19.916
33,4.6,Drinks ,motorcycle ,26,6.21
27,4.8,Buffet ,motorcycle ,23,19.363
38,4.9,Buffet ,motorcycle ,51,13.681
27,4.9,Snack ,motorcycle ,26,12.079
27,4.6,Meal ,motorcycle ,21,17.298
22,4.8,Meal ,scooter ,21,7.55
38,4.8,Drinks ,motorcycle ,38,13.829
32,4.4,Meal ,motorcycle ,33,9.081
20,4.9,Drinks ,motorcycle ,23,6.129
26,5,Meal ,scooter ,23,6.29
26,4.9,Drinks ,motorcycle ,24,13.407
21,4.6,Drinks ,motorcycle ,21,7.661
29,4.6,Buffet ,scooter ,32,4.664
31,4.8,Buffet ,scooter ,16,11.008
26,4.9,Snack ,motorcycle ,37,17.077
23,4.7,Buffet ,electric_scooter ,14,9.179
26,4.9,Drinks ,scooter ,24,4.538
29,4.6,Meal ,bicycle ,12,7.648
22,4.8,Meal ,motorcycle ,19,9.435
24,4.3,Buffet ,motorcycle ,15,1.561
39,4.8,Snack ,motorcycle ,47,13.99
21,4.9,Snack ,scooter ,16,1.513
29,4.6,Snack ,motorcycle ,20,9.349
33,4.6,Snack ,electric_scooter ,17,14.153
35,4.8,Buffet ,motorcycle ,18,7.574
26,4.6,Snack ,motorcycle ,27,13.428
20,4.6,Snack ,scooter ,20,20.181
24,4.8,Snack ,scooter ,12,3.059
39,4,Drinks ,scooter ,32,7.803
